type,NumberOfGenerations,size,function,time_ms
cuda_v1,100,150, Copy Memory D->H, 0.045632
cuda_v1,100,150, Alloc Vectors, 0.135936
cuda_v1,100,150, Copy Memory H->D, 0.026208
cuda_v1,100,150, Avg. per Kernel, 0.0695187
cuda_v1,100,150, Copy Memory D->H, 0.030528
cuda_v2,100,150, Alloc Vectors, 0.13808
cuda_v2,100,150, Copy Memory H->D, 0.032064
cuda_v2,100,150, Avg. per Kernel, 1.59905
cuda_v2,100,150, Copy Memory D->H, 0.021216
cuda_v2,100,150, Alloc Vectors, 0.158496
cuda_v2,100,150, Copy Memory H->D, 0.037888
cuda_v2,100,150, Avg. per Kernel, 1.1878
cuda_v2,100,150, Copy Memory D->H, 0.040384
cuda_v0,100,175, Alloc Vectors, 0.094208
cuda_v0,100,175, Copy Memory H->D, 0.055456
cuda_v0,100,175, Avg. per Kernel, 0.457095
cuda_v0,100,175, Copy Memory D->H, 0.14848
cuda_v0,100,175, Alloc Vectors, 0.166368
cuda_v0,100,175, Copy Memory H->D, 0.049856
cuda_v0,100,175, Avg. per Kernel, 0.068505
cuda_v0,100,175, Copy Memory D->H, 0.087552
cuda_v1,100,175, Alloc Vectors, 0.125024
cuda_v1,100,175, Copy Memory H->D, 0.031232
cuda_v1,100,175, Avg. per Kernel, 0.531829
cuda_v1,100,175, Copy Memory D->H, 0.03088
cuda_v1,100,175, Alloc Vectors, 0.163616
cuda_v1,100,175, Copy Memory H->D, 0.040512
cuda_v1,100,175, Avg. per Kernel, 0.0981203
cuda_v1,100,175, Copy Memory D->H, 0.07216
cuda_v2,100,175, Alloc Vectors, 0.091424
cuda_v2,100,175, Copy Memory H->D, 0.023296
cuda_v2,100,175, Avg. per Kernel, 1.88548
cuda_v2,100,175, Copy Memory D->H, 0.022336
cuda_v2,100,175, Alloc Vectors, 0.14816
cuda_v2,100,175, Copy Memory H->D, 0.02832
cuda_v2,100,175, Avg. per Kernel, 1.1447
cuda_v2,100,175, Copy Memory D->H, 0.026944
cuda_v0,100,200, Alloc Vectors, 0.081248
cuda_v0,100,200, Copy Memory H->D, 0.037408
cuda_v0,100,200, Avg. per Kernel, 0.163781
cuda_v0,100,200, Copy Memory D->H, 0.08656
cuda_v0,100,200, Alloc Vectors, 0.1496
cuda_v0,100,200, Copy Memory H->D, 0.04144
cuda_v0,100,200, Avg. per Kernel, 0.088752
cuda_v0,100,200, Copy Memory D->H, 0.100128
cuda_v1,100,200, Alloc Vectors, 0.090144
cuda_v1,100,200, Copy Memory H->D, 0.04512
cuda_v1,100,200, Avg. per Kernel, 0.202076
cuda_v1,100,200, Copy Memory D->H, 0.047808
cuda_v1,100,200, Alloc Vectors, 0.152832
cuda_v1,100,200, Copy Memory H->D, 0.040672
cuda_v1,100,200, Avg. per Kernel, 0.125881
cuda_v1,100,200, Copy Memory D->H, 0.049792
cuda_v2,100,200, Alloc Vectors, 0.090112
cuda_v2,100,200, Copy Memory H->D, 0.03888
cuda_v2,100,200, Avg. per Kernel, 1.72855
cuda_v2,100,200, Copy Memory D->H, 0.028128
cuda_v2,100,200, Alloc Vectors, 0.177024
cuda_v2,100,200, Copy Memory H->D, 0.058016
cuda_v2,100,200, Avg. per Kernel, 1.66126
cuda_v2,100,200, Copy Memory D->H, 0.047744
cuda_v0,100,25, Alloc Vectors, 0.1024
cuda_v0,100,25, Copy Memory H->D, 0.038496
cuda_v0,100,25, Avg. per Kernel, 0.0217498
cuda_v0,100,25, Copy Memory D->H, 0.061568
cuda_v0,100,25, Alloc Vectors, 0.174816
cuda_v0,100,25, Copy Memory H->D, 0.035936
cuda_v0,100,25, Avg. per Kernel, 0.0253872
cuda_v0,100,25, Copy Memory D->H, 0.049376
cuda_v1,100,25, Alloc Vectors, 0.076288
cuda_v1,100,25, Copy Memory H->D, 0.015392
cuda_v1,100,25, Avg. per Kernel, 0.0321581
cuda_v1,100,25, Copy Memory D->H, 0.014368
cuda_v1,100,25, Alloc Vectors, 0.196704
cuda_v1,100,25, Copy Memory H->D, 0.019584
cuda_v1,100,25, Avg. per Kernel, 0.034207
cuda_v1,100,25, Copy Memory D->H, 0.035488
cuda_v2,100,25, Alloc Vectors, 0.082624
cuda_v2,100,25, Copy Memory H->D, 0.030048
cuda_v2,100,25, Avg. per Kernel, 0.393441
cuda_v2,100,25, Copy Memory D->H, 0.010816
cuda_v2,100,25, Alloc Vectors, 0.181824
cuda_v2,100,25, Copy Memory H->D, 0.01664
cuda_v2,100,25, Avg. per Kernel, 0.418291
cuda_v2,100,25, Copy Memory D->H, 0.019936
cuda_v0,100,50, Alloc Vectors, 0.240064
cuda_v0,100,50, Copy Memory H->D, 0.026624
cuda_v0,100,50, Avg. per Kernel, 0.0245555
cuda_v0,100,50, Copy Memory D->H, 0.047936
cuda_v0,100,50, Alloc Vectors, 0.220192
cuda_v0,100,50, Copy Memory H->D, 0.028512
cuda_v0,100,50, Avg. per Kernel, 0.0273376
cuda_v0,100,50, Copy Memory D->H, 0.065888
cuda_v1,100,50, Alloc Vectors, 0.091936
cuda_v1,100,50, Copy Memory H->D, 0.016352
cuda_v1,100,50, Avg. per Kernel, 0.0331981
cuda_v1,100,50, Copy Memory D->H, 0.018112
cuda_v1,100,50, Alloc Vectors, 0.153728
cuda_v1,100,50, Copy Memory H->D, 0.035264
cuda_v1,100,50, Avg. per Kernel, 0.0366304
cuda_v1,100,50, Copy Memory D->H, 0.036064
cuda_v2,100,50, Alloc Vectors, 0.093504
cuda_v2,100,50, Copy Memory H->D, 0.038656
cuda_v2,100,50, Avg. per Kernel, 0.62213
cuda_v2,100,50, Copy Memory D->H, 0.012704
cuda_v2,100,50, Alloc Vectors, 0.189376
cuda_v2,100,50, Copy Memory H->D, 0.030496
cuda_v2,100,50, Avg. per Kernel, 0.644416
cuda_v2,100,50, Copy Memory D->H, 0.035712
cuda_v0,100,75, Alloc Vectors, 0.07168
cuda_v0,100,75, Copy Memory H->D, 0.01424
cuda_v0,100,75, Avg. per Kernel, 0.0244486
cuda_v0,100,75, Copy Memory D->H, 0.052032
cuda_v0,100,75, Alloc Vectors, 0.160128
cuda_v0,100,75, Copy Memory H->D, 0.0152
cuda_v0,100,75, Avg. per Kernel, 0.0275366
cuda_v0,100,75, Copy Memory D->H, 0.061824
cuda_v1,100,75, Alloc Vectors, 0.0888
cuda_v1,100,75, Copy Memory H->D, 0.014624
cuda_v1,100,75, Avg. per Kernel, 0.0337939
cuda_v1,100,75, Copy Memory D->H, 0.033216
cuda_v1,100,75, Alloc Vectors, 0.188512
cuda_v1,100,75, Copy Memory H->D, 0.028288
cuda_v1,100,75, Avg. per Kernel, 0.0364186
cuda_v1,100,75, Copy Memory D->H, 0.027424
cuda_v2,100,75, Alloc Vectors, 0.083968
cuda_v2,100,75, Copy Memory H->D, 0.018368
cuda_v2,100,75, Avg. per Kernel, 0.837267
cuda_v2,100,75, Copy Memory D->H, 0.014976
cuda_v2,100,75, Alloc Vectors, 0.189536
cuda_v2,100,75, Copy Memory H->D, 0.015744
cuda_v2,100,75, Avg. per Kernel, 0.858993
cuda_v2,100,75, Copy Memory D->H, 0.035968
cuda_v0,100,100, Alloc Vectors, 0.0912
cuda_v0,100,100, Copy Memory H->D, 0.028672
cuda_v0,100,100, Avg. per Kernel, 0.043479
cuda_v0,100,100, Copy Memory D->H, 0.075072
cuda_v0,100,100, Alloc Vectors, 0.181792
cuda_v0,100,100, Copy Memory H->D, 0.043104
cuda_v0,100,100, Avg. per Kernel, 0.0481181
cuda_v0,100,100, Copy Memory D->H, 0.07344
cuda_v0,100,25, Alloc Vectors, 0.1024
cuda_v0,100,25, Copy Memory H->D, 0.037824
cuda_v0,100,25, Avg. per Kernel, 0.0229024
cuda_v0,100,25, Copy Memory D->H, 0.051136
cuda_v0,100,25, Alloc Vectors, 0.602624
cuda_v0,100,25, Copy Memory H->D, 0.018848
cuda_v0,100,25, Avg. per Kernel, 0.0248339
cuda_v0,100,25, Copy Memory D->H, 0.048896
cuda_v1,100,25, Alloc Vectors, 0.08128
cuda_v1,100,25, Copy Memory H->D, 0.010432
cuda_v1,100,25, Avg. per Kernel, 0.0319149
cuda_v1,100,25, Copy Memory D->H, 0.014848
cuda_v1,100,25, Alloc Vectors, 0.179872
cuda_v1,100,25, Copy Memory H->D, 0.019264
cuda_v1,100,25, Avg. per Kernel, 0.0354682
cuda_v1,100,25, Copy Memory D->H, 0.039616
cuda_v2,100,25, Alloc Vectors, 0.131936
cuda_v2,100,25, Copy Memory H->D, 0.031104
cuda_v2,100,25, Avg. per Kernel, 0.394226
cuda_v2,100,25, Copy Memory D->H, 0.01232
cuda_v2,100,25, Alloc Vectors, 0.122848
cuda_v2,100,25, Copy Memory H->D, 0.015712
cuda_v2,100,25, Avg. per Kernel, 0.417995
cuda_v2,100,25, Copy Memory D->H, 0.014496
cuda_v0,100,50, Alloc Vectors, 0.095136
cuda_v0,100,50, Copy Memory H->D, 0.0184
cuda_v0,100,50, Avg. per Kernel, 0.0241722
cuda_v0,100,50, Copy Memory D->H, 0.067712
cuda_v0,100,50, Alloc Vectors, 0.240128
cuda_v0,100,50, Copy Memory H->D, 0.028704
cuda_v0,100,50, Avg. per Kernel, 0.0271434
cuda_v0,100,50, Copy Memory D->H, 0.077408
cuda_v1,100,50, Alloc Vectors, 0.07856
cuda_v1,100,50, Copy Memory H->D, 0.011616
cuda_v1,100,50, Avg. per Kernel, 0.033199
cuda_v1,100,50, Copy Memory D->H, 0.049504
cuda_v1,100,50, Alloc Vectors, 0.157248
cuda_v1,100,50, Copy Memory H->D, 0.014304
cuda_v1,100,50, Avg. per Kernel, 0.0360986
cuda_v1,100,50, Copy Memory D->H, 0.036864
cuda_v2,100,50, Alloc Vectors, 0.077568
cuda_v2,100,50, Copy Memory H->D, 0.012064
cuda_v2,100,50, Avg. per Kernel, 0.619964
cuda_v2,100,50, Copy Memory D->H, 0.011744
cuda_v2,100,50, Alloc Vectors, 0.141824
cuda_v2,100,50, Copy Memory H->D, 0.029184
cuda_v2,100,50, Avg. per Kernel, 0.645103
cuda_v2,100,50, Copy Memory D->H, 0.01936
cuda_v0,100,75, Alloc Vectors, 0.159808
cuda_v0,100,75, Copy Memory H->D, 0.02688
cuda_v0,100,75, Avg. per Kernel, 0.0251107
cuda_v0,100,75, Copy Memory D->H, 0.058688
cuda_v0,100,75, Alloc Vectors, 0.184224
cuda_v0,100,75, Copy Memory H->D, 0.017888
cuda_v0,100,75, Avg. per Kernel, 0.0280627
cuda_v0,100,75, Copy Memory D->H, 0.058176
cuda_v1,100,75, Alloc Vectors, 0.096256
cuda_v1,100,75, Copy Memory H->D, 0.028672
cuda_v1,100,75, Avg. per Kernel, 0.0336643
cuda_v1,100,75, Copy Memory D->H, 0.018368
cuda_v1,100,75, Alloc Vectors, 0.134048
cuda_v1,100,75, Copy Memory H->D, 0.01888
cuda_v1,100,75, Avg. per Kernel, 0.03664
cuda_v1,100,75, Copy Memory D->H, 0.025888
cuda_v2,100,75, Alloc Vectors, 0.076512
cuda_v2,100,75, Copy Memory H->D, 0.018432
cuda_v2,100,75, Avg. per Kernel, 0.834679
cuda_v2,100,75, Copy Memory D->H, 0.017504
cuda_v2,100,75, Alloc Vectors, 0.125024
cuda_v2,100,75, Copy Memory H->D, 0.029504
cuda_v2,100,75, Avg. per Kernel, 0.857193
cuda_v2,100,75, Copy Memory D->H, 0.032096
cuda_v0,100,100, Alloc Vectors, 0.080096
cuda_v0,100,100, Copy Memory H->D, 0.014528
cuda_v0,100,100, Avg. per Kernel, 0.0430714
cuda_v0,100,100, Copy Memory D->H, 0.058624
cuda_v0,100,100, Alloc Vectors, 0.143168
cuda_v0,100,100, Copy Memory H->D, 0.017152
cuda_v0,100,100, Avg. per Kernel, 0.0460371
cuda_v0,100,100, Copy Memory D->H, 0.04816
cuda_v1,100,100, Alloc Vectors, 0.08192
cuda_v1,100,100, Copy Memory H->D, 0.015968
cuda_v1,100,100, Avg. per Kernel, 0.0570778
cuda_v1,100,100, Copy Memory D->H, 0.013088
cuda_v1,100,100, Alloc Vectors, 0.133216
cuda_v1,100,100, Copy Memory H->D, 0.0312
cuda_v1,100,100, Avg. per Kernel, 0.0606352
cuda_v1,100,100, Copy Memory D->H, 0.026176
cuda_v2,100,100, Alloc Vectors, 0.126976
cuda_v2,100,100, Copy Memory H->D, 0.091808
cuda_v2,100,100, Avg. per Kernel, 1.04489
cuda_v2,100,100, Copy Memory D->H, 0.031488
cuda_v2,100,100, Alloc Vectors, 0.227168
cuda_v2,100,100, Copy Memory H->D, 0.03184
cuda_v2,100,100, Avg. per Kernel, 0.950152
cuda_v2,100,100, Copy Memory D->H, 0.03472
cuda_v0,100,125, Alloc Vectors, 0.091584
cuda_v0,100,125, Copy Memory H->D, 0.018432
cuda_v0,100,125, Avg. per Kernel, 0.043375
cuda_v0,100,125, Copy Memory D->H, 0.045888
cuda_v0,100,125, Alloc Vectors, 0.124384
cuda_v0,100,125, Copy Memory H->D, 0.022592
cuda_v0,100,125, Avg. per Kernel, 0.0468346
cuda_v0,100,125, Copy Memory D->H, 0.059776
cuda_v1,100,125, Alloc Vectors, 0.07776
cuda_v1,100,125, Copy Memory H->D, 0.022016
cuda_v1,100,125, Avg. per Kernel, 0.0642832
cuda_v1,100,125, Copy Memory D->H, 0.021888
cuda_v1,100,125, Alloc Vectors, 0.12416
cuda_v1,100,125, Copy Memory H->D, 0.033408
cuda_v1,100,125, Avg. per Kernel, 0.0688243
cuda_v1,100,125, Copy Memory D->H, 0.03152
cuda_v2,100,125, Alloc Vectors, 0.091872
cuda_v2,100,125, Copy Memory H->D, 0.018432
cuda_v2,100,125, Avg. per Kernel, 1.08062
cuda_v2,100,125, Copy Memory D->H, 0.016256
cuda_v2,100,125, Alloc Vectors, 0.1336
cuda_v2,100,125, Copy Memory H->D, 0.020448
cuda_v2,100,125, Avg. per Kernel, 1.07879
cuda_v2,100,125, Copy Memory D->H, 0.02064
cuda_v0,100,150, Alloc Vectors, 0.080192
cuda_v0,100,150, Copy Memory H->D, 0.018848
cuda_v0,100,150, Avg. per Kernel, 0.045176
cuda_v0,100,150, Copy Memory D->H, 0.058688
cuda_v0,100,150, Alloc Vectors, 0.124864
cuda_v0,100,150, Copy Memory H->D, 0.0256
cuda_v0,100,150, Avg. per Kernel, 0.0488211
cuda_v0,100,150, Copy Memory D->H, 0.063168
cuda_v1,100,150, Alloc Vectors, 0.082112
cuda_v1,100,150, Copy Memory H->D, 0.024576
cuda_v1,100,150, Avg. per Kernel, 0.0662899
cuda_v1,100,150, Copy Memory D->H, 0.02368
cuda_v1,100,150, Alloc Vectors, 0.1528
cuda_v1,100,150, Copy Memory H->D, 0.022912
cuda_v1,100,150, Avg. per Kernel, 0.0693104
cuda_v1,100,150, Copy Memory D->H, 0.029472
cuda_v2,100,150, Alloc Vectors, 0.090112
cuda_v2,100,150, Copy Memory H->D, 0.02064
cuda_v2,100,150, Avg. per Kernel, 1.28034
cuda_v2,100,150, Copy Memory D->H, 0.019296
cuda_v2,100,150, Alloc Vectors, 0.178432
cuda_v2,100,150, Copy Memory H->D, 0.034784
cuda_v2,100,150, Avg. per Kernel, 1.25656
cuda_v2,100,150, Copy Memory D->H, 0.025696
cuda_v0,100,175, Alloc Vectors, 0.081472
cuda_v0,100,175, Copy Memory H->D, 0.02768
cuda_v0,100,175, Avg. per Kernel, 0.0653088
cuda_v0,100,175, Copy Memory D->H, 0.055456
cuda_v0,100,175, Alloc Vectors, 0.134304
cuda_v0,100,175, Copy Memory H->D, 0.038048
cuda_v0,100,175, Avg. per Kernel, 0.0690042
cuda_v0,100,175, Copy Memory D->H, 0.065856
cuda_v1,100,175, Alloc Vectors, 0.08192
cuda_v1,100,175, Copy Memory H->D, 0.03552
cuda_v1,100,175, Avg. per Kernel, 0.09488
cuda_v1,100,175, Copy Memory D->H, 0.026912
cuda_v1,100,175, Alloc Vectors, 0.127072
cuda_v1,100,175, Copy Memory H->D, 0.028768
cuda_v1,100,175, Avg. per Kernel, 0.0982406
cuda_v1,100,175, Copy Memory D->H, 0.048192
cuda_v2,100,175, Alloc Vectors, 0.08032
cuda_v2,100,175, Copy Memory H->D, 0.050176
cuda_v2,100,175, Avg. per Kernel, 1.45545
cuda_v2,100,175, Copy Memory D->H, 0.023904
cuda_v2,100,175, Alloc Vectors, 0.164384
cuda_v2,100,175, Copy Memory H->D, 0.028256
cuda_v2,100,175, Avg. per Kernel, 1.14359
cuda_v2,100,175, Copy Memory D->H, 0.044864
cuda_v0,100,200, Alloc Vectors, 0.090208
cuda_v0,100,200, Copy Memory H->D, 0.052672
cuda_v0,100,200, Avg. per Kernel, 0.0851974
cuda_v0,100,200, Copy Memory D->H, 0.069472
cuda_v0,100,200, Alloc Vectors, 0.1224
cuda_v0,100,200, Copy Memory H->D, 0.032544
cuda_v0,100,200, Avg. per Kernel, 0.0886045
cuda_v0,100,200, Copy Memory D->H, 0.074336
cuda_v1,100,200, Alloc Vectors, 0.088352
cuda_v1,100,200, Copy Memory H->D, 0.027648
cuda_v1,100,200, Avg. per Kernel, 0.122508
cuda_v1,100,200, Copy Memory D->H, 0.031264
cuda_v1,100,200, Alloc Vectors, 0.130624
cuda_v1,100,200, Copy Memory H->D, 0.030592
cuda_v1,100,200, Avg. per Kernel, 0.126126
cuda_v1,100,200, Copy Memory D->H, 0.037056
cuda_v2,100,200, Alloc Vectors, 0.079936
cuda_v2,100,200, Copy Memory H->D, 0.026944
cuda_v2,100,200, Avg. per Kernel, 1.65055
cuda_v2,100,200, Copy Memory D->H, 0.026752
cuda_v2,100,200, Alloc Vectors, 0.180064
cuda_v2,100,200, Copy Memory H->D, 0.031424
cuda_v2,100,200, Avg. per Kernel, 1.66114
cuda_v2,100,200, Copy Memory D->H, 0.040128
cuda_v0,100,25, Alloc Vectors, 0.082624
cuda_v0,100,25, Copy Memory H->D, 0.01184
cuda_v0,100,25, Avg. per Kernel, 0.0216474
cuda_v0,100,25, Copy Memory D->H, 0.037216
cuda_v0,100,25, Alloc Vectors, 0.16032
cuda_v0,100,25, Copy Memory H->D, 0.018112
cuda_v0,100,25, Avg. per Kernel, 0.025599
cuda_v0,100,25, Copy Memory D->H, 0.045696
cuda_v1,100,25, Alloc Vectors, 0.081792
cuda_v1,100,25, Copy Memory H->D, 0.011296
cuda_v1,100,25, Avg. per Kernel, 0.0323178
cuda_v1,100,25, Copy Memory D->H, 0.036736
cuda_v1,100,25, Alloc Vectors, 0.164736
cuda_v1,100,25, Copy Memory H->D, 0.017472
cuda_v1,100,25, Avg. per Kernel, 0.0353427
cuda_v1,100,25, Copy Memory D->H, 0.034592
cuda_v2,100,25, Alloc Vectors, 0.087936
cuda_v2,100,25, Copy Memory H->D, 0.01328
cuda_v2,100,25, Avg. per Kernel, 0.393645
cuda_v2,100,25, Copy Memory D->H, 0.011296
cuda_v2,100,25, Alloc Vectors, 0.163104
cuda_v2,100,25, Copy Memory H->D, 0.019936
cuda_v2,100,25, Avg. per Kernel, 0.418177
cuda_v2,100,25, Copy Memory D->H, 0.034944
cuda_v0,100,50, Alloc Vectors, 0.079968
cuda_v0,100,50, Copy Memory H->D, 0.014304
cuda_v0,100,50, Avg. per Kernel, 0.0229056
cuda_v0,100,50, Copy Memory D->H, 0.052128
cuda_v0,100,50, Alloc Vectors, 0.13952
cuda_v0,100,50, Copy Memory H->D, 0.017184
cuda_v0,100,50, Avg. per Kernel, 0.0256362
cuda_v0,100,50, Copy Memory D->H, 0.045056
cuda_v1,100,50, Alloc Vectors, 0.082976
cuda_v1,100,50, Copy Memory H->D, 0.012288
cuda_v1,100,50, Avg. per Kernel, 0.0338067
cuda_v1,100,50, Copy Memory D->H, 0.014752
cuda_v1,100,50, Alloc Vectors, 0.124576
cuda_v1,100,50, Copy Memory H->D, 0.018752
cuda_v1,100,50, Avg. per Kernel, 0.0364906
cuda_v1,100,50, Copy Memory D->H, 0.026528
cuda_v2,100,50, Alloc Vectors, 0.079936
cuda_v2,100,50, Copy Memory H->D, 0.013984
cuda_v2,100,50, Avg. per Kernel, 0.620244
cuda_v2,100,50, Copy Memory D->H, 0.010272
cuda_v2,100,50, Alloc Vectors, 0.15776
cuda_v2,100,50, Copy Memory H->D, 0.01424
cuda_v2,100,50, Avg. per Kernel, 0.645005
cuda_v2,100,50, Copy Memory D->H, 0.014176
cuda_v0,100,1024, Alloc Vectors, 0.090112
cuda_v0,100,1024, Copy Memory H->D, 0.517248
cuda_v0,100,1024, Avg. per Kernel, 1.57141
cuda_v0,100,1024, Copy Memory D->H, 0.487808
cuda_v0,100,1024, Alloc Vectors, 0.131392
cuda_v0,100,1024, Copy Memory H->D, 0.49968
cuda_v0,100,1024, Avg. per Kernel, 1.48866
cuda_v0,100,1024, Copy Memory D->H, 0.494016
cuda_v1,100,1024, Alloc Vectors, 0.189312
cuda_v1,100,1024, Copy Memory H->D, 0.584736
cuda_v1,100,1024, Avg. per Kernel, 1.01019
cuda_v1,100,1024, Copy Memory D->H, 0.46912
cuda_v1,100,1024, Alloc Vectors, 0.1528
cuda_v1,100,1024, Copy Memory H->D, 0.48208
cuda_v1,100,1024, Avg. per Kernel, 0.936774
cuda_v1,100,1024, Copy Memory D->H, 0.464256
cuda_v2,100,1024, Alloc Vectors, 0.092224
cuda_v2,100,1024, Copy Memory H->D, 0.504096
cuda_v2,100,1024, Avg. per Kernel, 0.00504096
cuda_v2,100,1024, Copy Memory D->H, 0.504096
cuda_v2,100,1024, Alloc Vectors, 0.13648
cuda_v2,100,1024, Copy Memory H->D, 0.569376
cuda_v2,100,1024, Avg. per Kernel, 0.00569376
cuda_v2,100,1024, Copy Memory D->H, 0.569376
cuda_v0,100,1044, Alloc Vectors, 0.135168
cuda_v0,100,1044, Copy Memory H->D, 0.546848
cuda_v0,100,1044, Avg. per Kernel, 1.99609
cuda_v0,100,1044, Copy Memory D->H, 0.501344
cuda_v0,100,1044, Alloc Vectors, 0.232832
cuda_v0,100,1044, Copy Memory H->D, 0.556096
cuda_v0,100,1044, Avg. per Kernel, 1.23465
cuda_v0,100,1044, Copy Memory D->H, 0.5144
cuda_v1,100,1044, Alloc Vectors, 0.130016
cuda_v1,100,1044, Copy Memory H->D, 0.516128
cuda_v1,100,1044, Avg. per Kernel, 2.61782
cuda_v1,100,1044, Copy Memory D->H, 0.458336
cuda_v1,100,1044, Alloc Vectors, 0.226528
cuda_v1,100,1044, Copy Memory H->D, 0.52704
cuda_v1,100,1044, Avg. per Kernel, 1.85399
cuda_v1,100,1044, Copy Memory D->H, 0.49984
cuda_v2,100,1044, Alloc Vectors, 0.131072
cuda_v2,100,1044, Copy Memory H->D, 0.510336
cuda_v2,100,1044, Avg. per Kernel, 2.63083
cuda_v2,100,1044, Copy Memory D->H, 0.446944
cuda_v2,100,1044, Alloc Vectors, 0.210272
cuda_v2,100,1044, Copy Memory H->D, 0.576768
cuda_v2,100,1044, Avg. per Kernel, 2.25034
cuda_v2,100,1044, Copy Memory D->H, 0.458272
cuda_v0,100,1064, Alloc Vectors, 0.132032
cuda_v0,100,1064, Copy Memory H->D, 0.53712
cuda_v0,100,1064, Avg. per Kernel, 2.05251
cuda_v0,100,1064, Copy Memory D->H, 0.514528
cuda_v0,100,1064, Alloc Vectors, 0.221888
cuda_v0,100,1064, Copy Memory H->D, 0.576864
cuda_v0,100,1064, Avg. per Kernel, 1.30979
cuda_v0,100,1064, Copy Memory D->H, 0.50528
cuda_v1,100,1064, Alloc Vectors, 0.137472
cuda_v1,100,1064, Copy Memory H->D, 0.54224
cuda_v1,100,1064, Avg. per Kernel, 2.662
cuda_v1,100,1064, Copy Memory D->H, 0.46976
cuda_v1,100,1064, Alloc Vectors, 0.182464
cuda_v1,100,1064, Copy Memory H->D, 0.619456
cuda_v1,100,1064, Avg. per Kernel, 1.9591
cuda_v1,100,1064, Copy Memory D->H, 0.555712
cuda_v2,100,1064, Alloc Vectors, 0.149216
cuda_v2,100,1064, Copy Memory H->D, 0.618528
cuda_v2,100,1064, Avg. per Kernel, 3.20246
cuda_v2,100,1064, Copy Memory D->H, 0.462592
cuda_v2,100,1064, Alloc Vectors, 0.210464
cuda_v2,100,1064, Copy Memory H->D, 0.544256
cuda_v2,100,1064, Avg. per Kernel, 2.25714
cuda_v2,100,1064, Copy Memory D->H, 0.460928
cuda_v0,100,1084, Alloc Vectors, 0.131552
cuda_v0,100,1084, Copy Memory H->D, 0.622208
cuda_v0,100,1084, Avg. per Kernel, 2.04288
cuda_v0,100,1084, Copy Memory D->H, 0.53536
cuda_v0,100,1084, Alloc Vectors, 0.256832
cuda_v0,100,1084, Copy Memory H->D, 0.686624
cuda_v0,100,1084, Avg. per Kernel, 1.3045
cuda_v0,100,1084, Copy Memory D->H, 0.515936
cuda_v1,100,1084, Alloc Vectors, 0.140992
cuda_v1,100,1084, Copy Memory H->D, 0.539648
cuda_v1,100,1084, Avg. per Kernel, 2.73291
cuda_v1,100,1084, Copy Memory D->H, 0.481472
cuda_v1,100,1084, Alloc Vectors, 0.201632
cuda_v1,100,1084, Copy Memory H->D, 0.608096
cuda_v1,100,1084, Avg. per Kernel, 1.96511
cuda_v1,100,1084, Copy Memory D->H, 0.488096
cuda_v2,100,1084, Alloc Vectors, 0.220768
cuda_v2,100,1084, Copy Memory H->D, 0.573888
cuda_v2,100,1084, Avg. per Kernel, 0.00573888
cuda_v2,100,1084, Copy Memory D->H, 0.573888
cuda_v2,100,1084, Alloc Vectors, 0.230656
cuda_v2,100,1084, Copy Memory H->D, 0.576928
cuda_v2,100,1084, Avg. per Kernel, 0.00576928
cuda_v2,100,1084, Copy Memory D->H, 0.576928
cuda_v0,100,1104, Alloc Vectors, 0.132352
cuda_v0,100,1104, Copy Memory H->D, 0.545632
cuda_v0,100,1104, Avg. per Kernel, 2.07765
cuda_v0,100,1104, Copy Memory D->H, 0.503488
cuda_v0,100,1104, Alloc Vectors, 0.20816
cuda_v0,100,1104, Copy Memory H->D, 0.615424
cuda_v0,100,1104, Avg. per Kernel, 1.38436
cuda_v0,100,1104, Copy Memory D->H, 0.526464
cuda_v1,100,1104, Alloc Vectors, 0.139264
cuda_v1,100,1104, Copy Memory H->D, 0.553312
cuda_v1,100,1104, Avg. per Kernel, 2.91711
cuda_v1,100,1104, Copy Memory D->H, 0.484672
cuda_v1,100,1104, Alloc Vectors, 0.189504
cuda_v1,100,1104, Copy Memory H->D, 0.56576
cuda_v1,100,1104, Avg. per Kernel, 2.0782
cuda_v1,100,1104, Copy Memory D->H, 0.4904
cuda_v2,100,1104, Alloc Vectors, 0.134944
cuda_v2,100,1104, Copy Memory H->D, 0.561408
cuda_v2,100,1104, Avg. per Kernel, 0.00561408
cuda_v2,100,1104, Copy Memory D->H, 0.561408
cuda_v2,100,1104, Alloc Vectors, 0.20384
cuda_v2,100,1104, Copy Memory H->D, 0.614016
cuda_v2,100,1104, Avg. per Kernel, 0.00614016
cuda_v2,100,1104, Copy Memory D->H, 0.614016
cuda_v0,100,1124, Alloc Vectors, 0.145408
cuda_v0,100,1124, Copy Memory H->D, 0.564832
cuda_v0,100,1124, Avg. per Kernel, 2.12616
cuda_v0,100,1124, Copy Memory D->H, 0.51104
cuda_v0,100,1124, Alloc Vectors, 0.210688
cuda_v0,100,1124, Copy Memory H->D, 0.646944
cuda_v0,100,1124, Avg. per Kernel, 1.45875
cuda_v0,100,1124, Copy Memory D->H, 0.53312
cuda_v1,100,1124, Alloc Vectors, 0.187904
cuda_v1,100,1124, Copy Memory H->D, 0.627264
cuda_v1,100,1124, Avg. per Kernel, 2.71098
cuda_v1,100,1124, Copy Memory D->H, 0.505824
cuda_v1,100,1124, Alloc Vectors, 0.237152
cuda_v1,100,1124, Copy Memory H->D, 0.615008
